postcode,p6_kwh_2023,p6_kwh_productie_2023,p6_gasm3_2023,p6_gas_aansluitingen_2023,p6_grondbeslag_m2,pc6_gemiddelde_woz_waarde_woning,pc6_eigendomssituatie_perc_koop,pc6_eigendomssituatie_perc_huur,pc6_eigendomssituatie_aantal_woningen_corporaties,buurtcode,wijkcode,gemeentecode,oppervlakte,woningequivalent,gas_ean_count,heat_demand_label_based,residential_share,address_count,p6_gasm3_2023_raw,climate_normalized,gas_input_kwh_annual,heat_gas_delivered,heat_nongas_estimated,heat_gross_annual,current_electrification_share,weight_res,weight_nonres,weight_E1,weight_E2,weight_G1,weight_G2
1815TR,2794.0,88.0,856.7499999999999,93,7760,193,0,0,0,BU03610802,WK036108,GM0361,513.0,8,8,89775.0,1.0,8,745.0,True,3264.474524999999,3003.3165629999994,4697.495137,7700.811699999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815TS,2008.0,125.0,856.7499999999999,93,7760,0,0,0,0,BU03610802,WK036108,GM0361,441.0,7,7,74965.0,1.0,7,745.0,True,3264.474524999999,3003.3165629999994,4697.495137,7700.811699999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VA,2008.0,125.0,856.7499999999999,93,7760,276,70,20,0,BU03610108,WK036101,GM0361,3982.0,37,33,1188302.5,0.5689655172413793,58,745.0,True,3264.474524999999,3003.3165629999994,4697.495137,7700.811699999999,0.61,0.5689655172413793,0.43103448275862066,0.5689655172413793,0.43103448275862066,0.5689655172413793,0.43103448275862066
1815VB,1859.0,153.0,1010.8499999999999,24,827,261,90,0,0,BU03610108,WK036101,GM0361,1239.0,14,13,438340.0,0.9333333333333333,15,879.0,True,3851.641754999999,3543.5104145999994,5542.4137254,9085.92414,0.61,0.9333333333333333,0.06666666666666665,0.9333333333333333,0.06666666666666665,0.9333333333333333,0.06666666666666665
1815VC,2571.0,0.0,1236.25,22,3356,221,0,80,5,BU03610108,WK036101,GM0361,2137.0,22,14,786757.5,0.8125,16,1075.0,True,4710.483375000001,4333.644705000001,6778.264795000001,11111.909500000002,0.61,0.8125,0.1875,0.8125,0.1875,0.8125,0.1875
1815VD,1814.0,120.0,769.3499999999999,32,2806,196,0,0,0,BU03610108,WK036101,GM0361,1426.0,20,20,278060.0,1.0,20,669.0,True,2931.454305,2696.9379606,4218.287579399999,6915.2255399999995,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VE,3936.0,81.0,1497.3,30,2444,280,70,30,0,BU03610108,WK036101,GM0361,2053.0,20,18,726957.5,0.9473684210526315,19,1302.0,True,5705.16219,5248.7492148,8209.5821052,13458.33132,0.61,0.9473684210526315,0.052631578947368474,0.9473684210526315,0.052631578947368474,0.9473684210526315,0.052631578947368474
1815VG,1779.0,101.0,1121.25,19,728,245,60,0,0,BU03610108,WK036101,GM0361,898.0,11,11,301870.0,1.0,11,975.0,True,4272.298875,3930.5149650000003,6147.728535,10078.2435,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VH,2098.0,94.0,982.0999999999999,39,1487,202,50,50,0,BU03610108,WK036101,GM0361,1615.0,24,22,610430.0,1.0,24,854.0,True,3742.0956299999993,3442.7279795999993,5384.779660399999,8827.507639999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VJ,1961.0,121.0,1239.6999999999998,115,20642,225,10,90,55,BU03610108,WK036101,GM0361,5932.0,70,64,1627270.0,0.9722222222222222,72,1078.0,True,4723.628909999999,4345.738597199999,6797.180882799998,11142.919479999997,0.61,0.9722222222222222,0.02777777777777779,0.9722222222222222,0.02777777777777779,0.9722222222222222,0.02777777777777779
1815VK,2358.0,246.0,1330.55,39,1652,259,0,0,0,BU03610108,WK036101,GM0361,571.0,6,5,171590.0,1.0,6,1157.0,True,5069.794664999999,4664.2110918,7295.3045281999985,11959.515619999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VL,2358.0,246.0,1330.55,39,1652,248,50,50,0,BU03610108,WK036101,GM0361,1628.0,17,16,602550.0,1.0,17,1157.0,True,5069.794664999999,4664.2110918,7295.3045281999985,11959.515619999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VM,2051.0,255.0,1798.6,48,4034,226,70,30,0,BU03610108,WK036101,GM0361,3278.0,35,28,1135487.5,0.9090909090909091,33,1564.0,True,6853.205580000001,6304.949133600001,9861.5871064,16166.536240000001,0.61,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.09090909090909094
1815VN,1412.0,518.0,1270.75,33,1202,217,70,30,0,BU03610108,WK036101,GM0361,1444.0,19,18,565070.0,1.0,19,1105.0,True,4841.938725,4454.583627,6967.425673,11422.0093,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VP,2096.0,156.0,1072.9499999999998,34,1881,241,80,30,0,BU03610108,WK036101,GM0361,1694.0,20,20,610782.5,1.0,20,933.0,True,4088.261384999999,3761.200474199999,5882.903305799999,9644.103779999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VR,2428.0,140.0,1066.05,36,1541,236,90,0,0,BU03610108,WK036101,GM0361,1649.0,19,19,621690.0,1.0,19,927.0,True,4061.9703149999996,3737.0126898,5845.0711302,9582.08382,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VS,2155.0,624.0,1177.6,34,1248,246,80,0,0,BU03610108,WK036101,GM0361,1511.0,18,18,500745.0,1.0,18,1024.0,True,4487.009279999999,4128.0485376,6456.691302399999,10584.739839999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VT,1995.0,699.0,1212.1,43,1986,268,90,0,0,BU03610108,WK036101,GM0361,2087.0,24,23,750680.0,0.9230769230769231,26,1054.0,True,4618.4646299999995,4248.9874596,6645.8521804,10894.83964,0.61,0.9230769230769231,0.07692307692307687,0.9230769230769231,0.07692307692307687,0.9230769230769231,0.07692307692307687
1815VV,2219.0,81.0,1192.55,41,1881,273,80,0,0,BU03610108,WK036101,GM0361,1980.0,22,22,727352.5,1.0,22,1037.0,True,4543.9732650000005,4180.455403800001,6538.6610162,10719.11642,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VW,1237.0,0.0,412.84999999999997,47,1143,124,0,0,0,BU03610108,WK036101,GM0361,1145.0,28,28,221165.0,1.0,28,359.0,True,1573.0823549999998,1447.2357665999998,2263.6251733999998,3710.8609399999996,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VX,2310.0,197.0,1171.85,23,1040,243,60,40,0,BU03610108,WK036101,GM0361,1123.0,12,12,431090.0,1.0,12,1019.0,True,4465.100055,4107.8920506,6425.164489399999,10533.05654,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815VZ,2592.0,57.0,1025.8,58,3195,209,40,60,0,BU03610108,WK036101,GM0361,3521.0,41,36,1158505.0,0.6666666666666666,54,892.0,True,3908.605739999999,3595.9172807999994,5624.3834392,9220.30072,0.61,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337
1815XA,3185.0,127.0,1977.9999999999998,19,452,162,0,70,10,BU03610108,WK036101,GM0361,1366.0,15,4,370490.0,1.0,15,1720.0,True,7536.7734,6933.831528000001,10845.223671999998,17779.0552,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815XB,3571.0,27.0,1997.55,14,452,196,80,0,0,BU03610108,WK036101,GM0361,699.0,9,8,229425.0,0.8888888888888888,9,1737.0,True,7611.264765000001,7002.363583800001,10952.414836200001,17954.778420000002,0.61,0.8888888888888888,0.11111111111111116,0.8888888888888888,0.11111111111111116,0.8888888888888888,0.11111111111111116
1815XC,3131.0,0.0,1570.8999999999999,21,180,110,0,0,0,BU03610108,WK036101,GM0361,1953.0,18,2,140945.0,1.0,18,1366.0,True,5985.60027,5506.7522484,8613.125311599999,14119.877559999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815XD,2887.0,0.0,1365.05,24,239,81,0,0,0,BU03610108,WK036101,GM0361,2234.0,21,4,163457.5,0.9545454545454546,22,1187.0,True,5201.250015,4785.1500138,7484.4654062,12269.61542,0.61,0.9545454545454546,0.045454545454545414,0.9545454545454546,0.045454545454545414,0.9545454545454546,0.045454545454545414
1815XE,4108.0,293.0,0.0,0,0,80,0,0,0,BU03610108,WK036101,GM0361,243.0,2,0,6075.0,1.0,2,0.0,True,0.0,0.0,6075.0,6075.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1815XG,1963.0,0.0,1130.4499999999998,21,674,230,60,0,0,BU03610108,WK036101,GM0361,878.0,10,11,341395.0,0.9090909090909091,11,983.0,True,4307.353634999999,3962.765344199999,6198.171435799999,10160.936779999998,0.61,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.09090909090909094
1815XH,5969.0,1896.0,0.0,0,0,80,0,0,0,BU03610108,WK036101,GM0361,1260.0,18,0,516600.0,1.0,18,0.0,True,0.0,0.0,516600.0,516600.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1815XJ,1580.0,95.0,1177.6,35,1347,204,80,20,0,BU03610108,WK036101,GM0361,1627.0,22,20,542612.5,0.9130434782608695,23,1024.0,True,4487.009279999999,4128.0485376,6456.691302399999,10584.739839999998,0.61,0.9130434782608695,0.08695652173913049,0.9130434782608695,0.08695652173913049,0.9130434782608695,0.08695652173913049
1815XK,1712.0,0.0,1329.3999999999999,26,563,83,0,0,0,BU03610108,WK036101,GM0361,1357.0,18,11,492897.5,1.0,18,1156.0,True,5065.412819999999,4660.179794399999,7288.999165599998,11949.178959999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815XL,2814.0,0.0,1779.05,32,726,0,0,0,0,BU03610108,WK036101,GM0361,1432.0,17,5,566907.5,1.0,17,1547.0,True,6778.714214999998,6236.417077799999,9754.395942199999,15990.813019999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815XM,3319.0,2380.0,1779.05,32,726,129,0,80,15,BU03610108,WK036101,GM0361,3241.0,41,4,191060.0,0.9761904761904762,42,1547.0,True,6778.714214999998,6236.417077799999,51694.39594219999,57930.81301999999,0.8923471508047549,0.9761904761904762,0.023809523809523836,0.9761904761904762,0.023809523809523836,0.9761904761904762,0.023809523809523836
1815XN,2451.0,233.0,1122.3999999999999,54,1267,206,0,0,0,BU03610108,WK036101,GM0361,514.0,6,6,200210.0,1.0,6,976.0,True,4276.68072,3934.5462624,6154.033897599999,10088.58016,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815XP,1884.0,0.0,1122.3999999999999,54,1267,80,0,0,0,BU03610108,WK036101,GM0361,1364.0,20,20,452380.0,1.0,20,976.0,True,4276.68072,3934.5462624,6154.033897599999,10088.58016,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815XR,1305.0,0.0,1213.25,29,910,80,0,0,0,BU03610108,WK036101,GM0361,1436.0,21,21,540035.0,1.0,21,1055.0,True,4622.846474999999,4253.018757,6652.157542999999,10905.1763,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815XS,3166.0,466.0,1148.85,37,1324,220,50,50,10,BU03610108,WK036101,GM0361,2482.0,26,21,868615.0,1.0,26,999.0,True,4377.4631549999995,4027.2661025999996,6299.057237399999,10326.323339999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815XT,2014.0,346.0,1063.75,50,1651,283,100,0,0,BU03610108,WK036101,GM0361,2262.0,28,28,795722.5,1.0,28,925.0,True,4053.206625,3728.950095,5832.460405,9561.4105,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815XV,1902.0,0.0,1212.1,37,1106,126,30,70,10,BU03610108,WK036101,GM0361,2434.0,33,20,903835.0,0.9705882352941176,34,1054.0,True,4618.4646299999995,4248.9874596,6645.8521804,10894.83964,0.61,0.9705882352941176,0.02941176470588236,0.9705882352941176,0.02941176470588236,0.9705882352941176,0.02941176470588236
1815XW,2517.0,1821.0,1639.8999999999999,36,3164,450,100,0,0,BU03610108,WK036101,GM0361,2735.0,20,19,915670.0,1.0,20,1426.0,True,6248.51097,5748.630092400001,8991.447067599998,14740.077159999999,0.6099999999999999,1.0,0.0,1.0,0.0,1.0,0.0
1815XX,2899.0,1194.0,1504.1999999999998,42,2090,443,100,0,0,BU03610108,WK036101,GM0361,2836.0,22,22,944750.0,1.0,22,1308.0,True,5731.453259999999,5272.936999199999,8247.4142808,13520.351279999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1815XZ,0.0,0.0,0.0,0,0,0,0,0,0,BU03610108,WK036101,GM0361,2500.0,35,0,1025000.0,1.0,35,0.0,True,0.0,0.0,1025000.0,1025000.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1816BM,2086.0,471.0,3500.6,50,9561,87,0,100,0,BU03610402,WK036104,GM0361,2164.0,36,4,749840.0,0.9428571428571428,35,3044.0,True,13338.336179999998,12271.2692856,19193.5237544,31464.79304,0.61,0.9428571428571428,0.05714285714285716,0.9428571428571428,0.05714285714285716,0.9428571428571428,0.05714285714285716
1816BN,2086.0,471.0,3500.6,50,9561,327,70,30,0,BU03610402,WK036104,GM0361,2608.0,24,22,928745.0,1.0,24,3044.0,True,13338.336179999998,12271.2692856,19193.5237544,31464.79304,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816BP,2817.0,1234.0,1542.1499999999999,28,1723,415,80,0,0,BU03610402,WK036104,GM0361,2184.0,16,16,710130.0,1.0,16,1341.0,True,5876.054145000001,5405.969813400001,8455.491246599999,13861.46106,0.6099999999999999,1.0,0.0,1.0,0.0,1.0,0.0
1816BR,4008.0,293.0,1186.8,26,1678,407,100,0,0,BU03610402,WK036104,GM0361,1736.0,14,14,650670.0,1.0,14,1032.0,True,4522.06404,4160.2989168,6507.134203199999,10667.43312,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816BS,2946.0,505.0,1485.8,18,686,399,100,0,0,BU03610402,WK036104,GM0361,1352.0,10,10,465215.0,1.0,10,1292.0,True,5661.343739999999,5208.4362408,8146.5284792,13354.96472,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816BT,1530.0,749.0,1056.85,20,3089,274,0,0,0,BU03610402,WK036104,GM0361,6560.0,46,11,1273190.0,0.19607843137254902,51,919.0,True,4026.915555,3704.7623106,725423.7586641827,729128.5209747828,0.9949189173046652,0.19607843137254902,0.803921568627451,0.19607843137254902,0.803921568627451,0.19607843137254902,0.803921568627451
1816BV,3956.0,5.0,1553.6499999999999,23,1147,413,100,0,0,BU03610402,WK036104,GM0361,1720.0,13,13,595810.0,0.9285714285714286,14,1351.0,True,5919.872594999999,5446.2827873999995,8518.5448726,13964.827659999999,0.61,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.0714285714285714
1816BW,4540.0,151.0,2318.3999999999996,23,1244,398,100,0,0,BU03610402,WK036104,GM0361,7391.0,71,15,2700817.5,0.9850746268656716,67,2016.0,True,8833.79952,8127.0955584,1838616.3997339944,1846743.4952923944,0.9955992288159579,0.9850746268656716,0.014925373134328401,0.9850746268656716,0.014925373134328401,0.9850746268656716,0.014925373134328401
1816BX,2978.0,188.0,1603.1,33,1481,422,100,0,0,BU03610402,WK036104,GM0361,2217.0,18,18,831097.5,1.0,18,1394.0,True,6108.291929999999,5619.6285756,8789.6754644,14409.304039999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816BZ,2308.0,1169.0,1381.1499999999999,22,1671,410,100,0,0,BU03610402,WK036104,GM0361,1622.0,13,13,533655.0,1.0,13,1201.0,True,5262.595844999999,4841.588177399999,7572.740482599998,12414.328659999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CA,2014.0,0.0,1221.3,49,8916,82,0,0,0,BU03610402,WK036104,GM0361,896.0,22,2,361900.0,0.9523809523809523,21,1062.0,True,4653.5193899999995,4281.2378388,6696.2950812,10977.53292,0.61,0.9523809523809523,0.04761904761904767,0.9523809523809523,0.04761904761904767,0.9523809523809523,0.04761904761904767
1816CB,2014.0,0.0,1221.3,49,8916,164,0,0,0,BU03610402,WK036104,GM0361,1536.0,24,24,444215.0,1.0,24,1062.0,True,4653.5193899999995,4281.2378388,6696.2950812,10977.53292,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CC,1460.0,0.0,945.3,37,1065,199,0,0,0,BU03610402,WK036104,GM0361,1460.0,21,21,343050.0,1.0,21,822.0,True,3601.876589999999,3313.7264627999994,5183.008057199999,8496.734519999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CD,2093.0,98.0,911.9499999999999,19,487,0,0,0,0,BU03610402,WK036104,GM0361,926.0,11,11,216470.0,1.0,11,793.0,True,3474.8030849999996,3196.8188382,5000.152541799999,8196.971379999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CE,4049.0,511.0,1514.55,19,1814,403,100,0,0,BU03610402,WK036104,GM0361,1339.0,11,11,439597.5,1.0,11,1317.0,True,5770.889865,5309.218675800001,8304.162544199999,13613.38122,0.6099999999999999,1.0,0.0,1.0,0.0,1.0,0.0
1816CG,2792.0,582.0,1530.6499999999999,33,2197,431,100,0,0,BU03610402,WK036104,GM0361,2184.0,17,17,717325.0,1.0,17,1331.0,True,5832.2356949999985,5365.656839399999,8392.4376206,13758.094459999998,0.6100000000000001,1.0,0.0,1.0,0.0,1.0,0.0
1816CH,2341.0,696.0,1368.5,43,2399,388,100,0,0,BU03610402,WK036104,GM0361,2464.0,22,22,874905.0,1.0,22,1190.0,True,5214.395549999999,4797.243906,7503.381493999999,12300.625399999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CJ,2539.0,333.0,1459.35,36,2298,406,90,0,0,BU03610402,WK036104,GM0361,2423.0,19,19,950417.5,1.0,19,1269.0,True,5560.561304999999,5115.716400599999,8001.505139399999,13117.221539999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CK,1841.0,782.0,1199.4499999999998,37,1471,386,100,0,0,BU03610402,WK036104,GM0361,2376.0,23,23,811125.0,1.0,23,1043.0,True,4570.264335,4204.6431882,6576.4931918,10781.13638,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CL,2118.0,366.0,1143.1,51,3030,368,100,0,0,BU03610402,WK036104,GM0361,2893.0,29,29,1003947.5,1.0,29,994.0,True,4355.553929999999,4007.1096155999994,6267.530424399999,10274.640039999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CM,4571.0,263.0,1721.55,41,5385,401,100,0,0,BU03610402,WK036104,GM0361,4102.0,35,23,1346352.5,0.96,25,1497.0,True,6559.621965,6034.8522078000005,9439.1278122,15473.98002,0.61,0.96,0.040000000000000036,0.96,0.040000000000000036,0.96,0.040000000000000036
1816CN,2587.0,600.0,1260.3999999999999,47,2242,400,100,0,0,BU03610402,WK036104,GM0361,2678.0,24,23,980605.0,1.0,24,1096.0,True,4802.50212,4418.3019504,6910.677409599999,11328.97936,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CP,2295.0,509.0,1294.8999999999999,38,2061,370,100,0,0,BU03610402,WK036104,GM0361,2375.0,21,21,840670.0,1.0,21,1126.0,True,4933.957469999999,4539.2408724,7099.8382876,11639.07916,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CR,2100.0,400.0,1293.75,46,2824,397,100,0,0,BU03610402,WK036104,GM0361,2944.0,24,24,1048787.5,1.0,24,1125.0,True,4929.5756249999995,4535.209575,7093.532925,11628.7425,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CS,2225.0,507.0,1167.25,24,1360,367,90,0,0,BU03610402,WK036104,GM0361,1372.0,13,13,468845.0,1.0,13,1015.0,True,4447.572674999999,4091.766861,6399.943039,10491.7099,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CT,3135.0,600.0,1323.6499999999999,63,3370,419,100,0,0,BU03610402,WK036104,GM0361,4408.0,37,33,1030215.0,0.9393939393939394,33,1151.0,True,5043.503594999999,4640.0233074,7257.472352599999,11897.495659999999,0.61,0.9393939393939394,0.06060606060606055,0.9393939393939394,0.06060606060606055,0.9393939393939394,0.06060606060606055
1816CV,3490.0,607.0,1362.75,53,3114,249,40,60,25,BU03610402,WK036104,GM0361,3174.0,42,30,973540.0,0.9767441860465116,43,1185.0,True,5192.486325,4777.087419,7471.854681,12248.9421,0.61,0.9767441860465116,0.023255813953488413,0.9767441860465116,0.023255813953488413,0.9767441860465116,0.023255813953488413
1816CW,2578.0,389.0,892.4,69,33845,353,0,0,0,BU03610402,WK036104,GM0361,696.0,6,6,230860.0,1.0,6,776.0,True,3400.31172,3128.2867824000004,4892.9613776,8021.24816,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CX,2578.0,389.0,892.4,69,33845,394,100,0,0,BU03610402,WK036104,GM0361,4128.0,38,38,689930.0,1.0,38,776.0,True,3400.31172,3128.2867824000004,4892.9613776,8021.24816,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816CZ,3364.0,766.0,0.0,0,0,117,0,100,0,BU03610402,WK036104,GM0361,1178.0,38,0,156085.0,1.0,38,0.0,True,0.0,0.0,156085.0,156085.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1816DA,2165.0,1029.0,1205.1999999999998,38,1118,289,40,70,15,BU03610402,WK036104,GM0361,2555.0,20,18,554525.0,1.0,20,1048.0,True,4592.173559999999,4224.7996752,6608.020004799999,10832.819679999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816DB,2825.0,393.0,1013.15,44,1346,297,70,30,5,BU03610402,WK036104,GM0361,3528.0,24,24,947782.5,1.0,24,881.0,True,3860.405445,3551.5730094,5555.024450599999,9106.597459999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816DC,2697.0,740.0,1158.05,27,792,277,0,0,0,BU03610402,WK036104,GM0361,1689.0,14,14,258945.0,0.9333333333333333,15,1007.0,True,4412.517915,4059.5164818000003,6349.5001382,10409.01662,0.61,0.9333333333333333,0.06666666666666665,0.9333333333333333,0.06666666666666665,0.9333333333333333,0.06666666666666665
1816DD,2446.0,658.0,1237.3999999999999,24,673,295,90,0,0,BU03610402,WK036104,GM0361,1786.0,12,12,555905.0,1.0,12,1076.0,True,4714.86522,4337.6760024,6784.570157599999,11122.246159999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816EA,2008.0,191.0,1015.4499999999999,43,27043,0,0,0,0,BU03610401,WK036104,GM0361,5324.0,41,2,2182840.0,0.5,2,883.0,True,3869.1691349999996,3559.6356041999998,5567.635175799999,9127.270779999999,0.61,0.5,0.5,0.5,0.5,0.5,0.5
1816EB,2008.0,191.0,1015.4499999999999,43,27043,247,100,0,0,BU03610401,WK036104,GM0361,2229.0,22,22,775787.5,0.7586206896551724,29,883.0,True,3869.1691349999996,3559.6356041999998,5567.635175799999,9127.270779999999,0.61,0.7586206896551724,0.24137931034482762,0.7586206896551724,0.24137931034482762,0.7586206896551724,0.24137931034482762
1816EC,1762.0,283.0,1084.4499999999998,40,1263,242,90,0,0,BU03610401,WK036104,GM0361,2095.0,22,22,765400.0,0.7333333333333333,30,943.0,True,4132.079835,3801.5134481999994,5945.956931799999,9747.470379999999,0.61,0.7333333333333333,0.2666666666666667,0.7333333333333333,0.2666666666666667,0.7333333333333333,0.2666666666666667
1816ED,3219.0,664.0,909.65,22,687,0,0,0,0,BU03610401,WK036104,GM0361,1024.0,11,12,378150.0,0.7333333333333333,15,791.0,True,3466.039395,3188.7562434,4987.541816599999,8176.298059999999,0.61,0.7333333333333333,0.2666666666666667,0.7333333333333333,0.2666666666666667,0.7333333333333333,0.2666666666666667
1816EE,1432.0,0.0,13.799999999999999,29,604,196,80,30,0,BU03610401,WK036104,GM0361,2675.0,24,13,861117.5,0.3333333333333333,72,12.0,True,52.582139999999995,48.375568799999996,75.6643512,124.03992,0.61,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667
1816EG,1488.0,0.0,21.849999999999998,34,907,193,80,20,0,BU03610401,WK036104,GM0361,1776.0,24,18,548977.5,1.0,24,19.0,True,83.25505499999998,76.5946506,119.8018894,196.39654,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816EH,1221.0,0.0,32.199999999999996,29,601,193,60,40,0,BU03610401,WK036104,GM0361,2814.0,24,21,908842.5,0.32,75,28.0,True,122.69165999999998,112.87632719999999,176.55015279999998,289.42647999999997,0.61,0.32,0.6799999999999999,0.32,0.6799999999999999,0.32,0.6799999999999999
1816EJ,1330.0,7.0,20.7,30,1240,193,70,30,0,BU03610401,WK036104,GM0361,1794.0,24,16,583155.0,0.96,25,18.0,True,78.87320999999999,72.5633532,113.4965268,186.05988,0.61,0.96,0.040000000000000036,0.96,0.040000000000000036,0.96,0.040000000000000036
1816EK,1905.0,0.0,112.69999999999999,32,600,194,80,0,0,BU03610401,WK036104,GM0361,2453.0,24,17,835947.5,0.39344262295081966,61,98.0,True,429.42081,395.0671452,617.9255347999999,1012.99268,0.61,0.39344262295081966,0.6065573770491803,0.39344262295081966,0.6065573770491803,0.39344262295081966,0.6065573770491803
1816EL,2410.0,0.0,251.85,42,1777,196,80,0,0,BU03610401,WK036104,GM0361,1956.0,25,20,641262.5,0.96,25,219.0,True,959.6240549999999,882.8541306,1380.8744093999996,2263.7285399999996,0.61,0.96,0.040000000000000036,0.96,0.040000000000000036,0.96,0.040000000000000036
1816EM,2700.0,549.0,1136.1999999999998,30,1121,303,60,40,0,BU03610401,WK036104,GM0361,1960.0,17,17,528647.5,0.9444444444444444,18,988.0,True,4329.262859999999,3982.9218311999994,6229.698248799999,10212.620079999999,0.61,0.9444444444444444,0.05555555555555558,0.9444444444444444,0.05555555555555558,0.9444444444444444,0.05555555555555558
1816EN,1798.0,0.0,968.3,41,2412,216,70,30,0,BU03610401,WK036104,GM0361,2009.0,24,24,609890.0,1.0,24,842.0,True,3689.51349,3394.3524108,5309.1153092,8703.46772,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1816EP,2541.0,992.0,2609.35,19,19748,501,90,0,0,BU03610401,WK036104,GM0361,8352.0,61,13,2648765.0,0.8,15,2269.0,True,9942.406304999999,9147.0138006,1838046.7038049737,1847193.7176055738,0.9950481567182586,0.8,0.19999999999999996,0.8,0.19999999999999996,0.8,0.19999999999999996
1816GA,2033.0,0.0,837.1999999999999,43,999,194,50,50,0,BU03610401,WK036104,GM0361,1917.0,26,25,594455.0,0.96,25,728.0,True,3189.9831599999998,2934.7845072,4590.303972799999,7525.088479999999,0.61,0.96,0.040000000000000036,0.96,0.040000000000000036,0.96,0.040000000000000036
1816GB,1291.0,0.0,739.4499999999999,43,580,193,80,30,0,BU03610401,WK036104,GM0361,1762.0,24,24,641077.5,0.75,32,643.0,True,2817.5263349999996,2592.1242282,4054.3481517999994,6646.472379999999,0.61,0.75,0.25,0.75,0.25,0.75,0.25
1816GC,2454.0,186.0,2710.5499999999997,21,554,316,100,0,0,BU03610401,WK036104,GM0361,2717.0,22,10,901615.0,0.8333333333333334,12,2357.0,True,10328.008664999998,9501.767971799998,55844.23964819996,65346.00761999996,0.8545929840571949,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.16666666666666663
1816GD,2230.0,670.0,1575.4999999999998,44,3797,272,90,0,0,BU03610401,WK036104,GM0361,2858.0,24,24,1066630.0,0.9583333333333334,24,1370.0,True,6003.127649999999,5522.8774379999995,8638.346761999997,14161.224199999997,0.61,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663
1816GE,3031.0,619.0,1083.3,43,1429,268,80,0,0,BU03610401,WK036104,GM0361,3097.0,27,24,1097610.0,1.0,27,942.0,True,4127.697990000001,3797.4821508000005,5939.651569199999,9737.13372,0.61,1.0,0.0,1.0,0.0,1.0,0.0
