postcode,p6_kwh_2023,p6_kwh_productie_2023,p6_gasm3_2023,p6_gas_aansluitingen_2023,p6_grondbeslag_m2,pc6_gemiddelde_woz_waarde_woning,pc6_eigendomssituatie_perc_koop,pc6_eigendomssituatie_perc_huur,pc6_eigendomssituatie_aantal_woningen_corporaties,buurtcode,wijkcode,gemeentecode,oppervlakte,woningequivalent,gas_ean_count,heat_demand_label_based,residential_share,address_count,p6_gasm3_2023_raw,climate_normalized,gas_input_kwh_annual,heat_gas_delivered,heat_nongas_estimated,heat_gross_annual,current_electrification_share,weight_res,weight_nonres,weight_E1,weight_E2,weight_G1,weight_G2
1813LJ,2079.0,263.0,1291.4499999999998,24,916,247,100,0,0,BU03610302,WK036103,GM0361,1461.0,13,13,503767.5,1.0,13,1123.0,True,4920.811934999999,4527.146980199999,7080.9221997999975,11608.069179999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813LK,2022.0,426.0,1355.85,37,1808,276,0,0,0,BU03610302,WK036103,GM0361,922.0,7,7,359680.0,1.0,7,1179.0,True,5166.195254999999,4752.899634599999,7434.022505399999,12186.922139999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813LL,2022.0,426.0,1355.85,37,1808,248,80,0,0,BU03610302,WK036103,GM0361,1269.0,12,12,474287.5,1.0,12,1179.0,True,5166.195254999999,4752.899634599999,7434.022505399999,12186.922139999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813LM,2102.0,867.0,1361.6,22,998,240,80,0,0,BU03610302,WK036103,GM0361,1256.0,12,12,445997.5,1.0,12,1184.0,True,5188.104479999999,4773.0561216,7465.5493184,12238.60544,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813LN,2359.0,56.0,1006.2499999999999,31,823,227,0,0,0,BU03610302,WK036103,GM0361,1815.0,18,18,404250.0,1.0,18,875.0,True,3834.1143749999997,3527.385225,5517.192274999999,9044.5775,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813LP,1594.0,0.0,810.7499999999999,34,683,165,0,0,0,BU03610302,WK036103,GM0361,1184.0,18,18,285395.0,0.9,20,705.0,True,3089.2007249999997,2842.0646669999996,4445.280632999999,7287.345299999999,0.61,0.9,0.09999999999999998,0.9,0.09999999999999998,0.9,0.09999999999999998
1813LR,1792.0,0.0,831.4499999999999,20,548,232,0,0,0,BU03610302,WK036103,GM0361,1192.0,12,12,262240.0,1.0,12,723.0,True,3168.0739349999994,2914.6280202,4558.777159799999,7473.405179999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813LS,3161.0,747.0,1017.7499999999999,45,1053,245,0,0,0,BU03610302,WK036103,GM0361,497.0,5,5,156400.0,1.0,5,885.0,True,3877.9328249999994,3567.6981989999995,5580.245900999999,9147.944099999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813LT,3161.0,747.0,1017.7499999999999,45,1053,234,0,0,0,BU03610302,WK036103,GM0361,3942.0,33,18,702510.0,0.6666666666666666,27,885.0,True,3877.9328249999994,3567.6981989999995,5580.245900999999,9147.944099999999,0.61,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337
1813LV,1810.0,3.0,948.7499999999999,38,1169,0,0,80,15,BU03610302,WK036103,GM0361,1846.0,19,19,463900.0,1.0,19,825.0,True,3615.0221249999995,3325.820355,5201.924144999999,8527.744499999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813LW,1535.0,0.0,821.0999999999999,45,685,165,0,0,0,BU03610302,WK036103,GM0361,1660.0,25,25,406130.0,0.8928571428571429,28,714.0,True,3128.63733,2878.3463436,4502.028896399999,7380.375239999999,0.61,0.8928571428571429,0.1071428571428571,0.8928571428571429,0.1071428571428571,0.8928571428571429,0.1071428571428571
1813LX,1239.0,0.0,611.8,19,838,164,0,0,0,BU03610302,WK036103,GM0361,729.0,11,11,184970.0,0.8461538461538461,13,532.0,True,2331.14154,2144.6502168,3354.4529031999996,5499.10312,0.61,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.15384615384615385
1813LZ,2028.0,0.0,846.4,32,793,165,0,0,0,BU03610302,WK036103,GM0361,1205.0,18,18,299700.0,0.85,20,736.0,True,3225.0379199999998,2967.0348864,4640.7468736,7607.78176,0.61,0.85,0.15000000000000002,0.85,0.15000000000000002,0.85,0.15000000000000002
1813MH,1932.0,0.0,654.3499999999999,42,1001,192,70,30,0,BU03610303,WK036103,GM0361,1752.0,24,24,561410.0,0.8275862068965517,29,569.0,True,2493.269805,2293.8082206,3587.7513193999994,5881.559539999999,0.61,0.8275862068965517,0.1724137931034483,0.8275862068965517,0.1724137931034483,0.8275862068965517,0.1724137931034483
1813MJ,1560.0,0.0,629.05,46,993,192,60,40,0,BU03610303,WK036103,GM0361,1796.0,24,24,565170.0,0.7741935483870968,31,547.0,True,2396.8692149999997,2205.1196778,3449.0333422,5654.15302,0.61,0.7741935483870968,0.22580645161290325,0.7741935483870968,0.22580645161290325,0.7741935483870968,0.22580645161290325
1813MK,1501.0,0.0,589.9499999999999,44,989,191,50,50,0,BU03610303,WK036103,GM0361,1800.0,24,24,507310.0,0.7741935483870968,31,513.0,True,2247.8864849999995,2068.0555661999997,3234.6510137999994,5302.706579999999,0.61,0.7741935483870968,0.22580645161290325,0.7741935483870968,0.22580645161290325,0.7741935483870968,0.22580645161290325
1813ML,1368.0,0.0,715.3,36,977,191,60,40,0,BU03610303,WK036103,GM0361,1776.0,24,24,593180.0,0.8,30,622.0,True,2725.50759,2507.4669828,3921.9355371999995,6429.40252,0.61,0.8,0.19999999999999996,0.8,0.19999999999999996,0.8,0.19999999999999996
1813PA,4858.0,1281.0,1439.8,33,1467,0,0,0,0,BU03610300,WK036103,GM0361,6568.73,52,20,2108139.3,0.11538461538461539,26,1252.0,True,5486.069939999999,5047.1843448,778175.9812828924,783223.1656276924,0.9935558796441433,0.11538461538461539,0.8846153846153846,0.11538461538461539,0.8846153846153846,0.11538461538461539,0.8846153846153846
1813RX,3599.0,1050.0,0.0,0,0,0,0,0,0,BU03610801,WK036108,GM0361,4631.0,27,0,600237.5,1.0,27,0.0,True,0.0,0.0,600237.5,600237.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813SB,3062.0,164.0,1219.0,29,1066,440,70,30,10,BU03610801,WK036108,GM0361,13861.29,119,12,2239608.9,0.957983193277311,119,1060.0,True,4644.7557,4273.175244,1700505.541498857,1704778.7167428571,0.9974934135427475,0.957983193277311,0.04201680672268904,0.957983193277311,0.04201680672268904,0.957983193277311,0.04201680672268904
1813SC,3362.0,2.0,1635.3,51,56782,0,0,0,0,BU03610801,WK036108,GM0361,651.0,2,2,81375.0,0.0,12,1422.0,True,6230.983590000001,5732.504902800001,8966.2256172,14698.730520000001,0.61,0.0,1.0,0.0,1.0,0.0,1.0
1813SE,3362.0,2.0,1635.3,51,56782,317,30,70,0,BU03610801,WK036108,GM0361,8620.0,108,1,1255917.5,0.9813084112149533,107,1422.0,True,6230.983590000001,5732.504902800001,671811.5728394223,677544.0777422222,0.9915392885996401,0.9813084112149533,0.01869158878504673,0.9813084112149533,0.01869158878504673,0.9813084112149533,0.01869158878504673
1813SG,2418.0,507.0,1635.3,51,56782,247,80,20,0,BU03610300,WK036103,GM0361,2775.62,29,24,1048136.7,0.8620689655172413,29,1422.0,True,6230.983590000001,5732.504902800001,8966.2256172,14698.730520000001,0.61,0.8620689655172413,0.13793103448275867,0.8620689655172413,0.13793103448275867,0.8620689655172413,0.13793103448275867
1813SH,2357.0,309.0,1083.3,44,1563,285,100,0,0,BU03610300,WK036103,GM0361,2141.99,22,23,712678.4,0.9130434782608695,23,942.0,True,4127.697990000001,3797.4821508000005,5939.651569199999,9737.13372,0.61,0.9130434782608695,0.08695652173913049,0.9130434782608695,0.08695652173913049,0.9130434782608695,0.08695652173913049
1813SJ,1859.0,328.0,1016.5999999999999,47,1875,266,90,0,0,BU03610300,WK036103,GM0361,2691.7,29,28,799207.0,0.8620689655172413,29,884.0,True,3873.5509799999995,3563.6669015999996,5573.9405384,9137.60744,0.61,0.8620689655172413,0.13793103448275867,0.8620689655172413,0.13793103448275867,0.8620689655172413,0.13793103448275867
1813SK,2035.0,154.0,1415.6499999999999,25,820,220,70,30,5,BU03610300,WK036103,GM0361,1776.97,17,15,637467.7,0.45454545454545453,33,1231.0,True,5394.051195,4962.5270994,7761.901360599999,12724.42846,0.61,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.5454545454545454
1813SL,2171.0,273.0,1305.25,28,1554,252,60,40,0,BU03610300,WK036103,GM0361,1653.0,16,16,546665.0,1.0,16,1135.0,True,4973.394075,4575.522549,7156.586550999999,11732.1091,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813SM,2718.0,169.0,1116.6499999999999,36,1024,226,60,50,10,BU03610300,WK036103,GM0361,1836.0,20,20,579340.0,1.0,20,971.0,True,4254.771495,3914.3897754,6122.507084599999,10036.896859999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813SN,2105.0,92.0,1254.6499999999999,47,1120,199,70,30,10,BU03610300,WK036103,GM0361,1821.0,24,24,580345.0,1.0,24,1091.0,True,4780.592894999999,4398.145463399999,6879.1505965999995,11277.296059999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813SP,2324.0,340.0,1608.85,45,1390,216,30,70,15,BU03610300,WK036103,GM0361,2048.0,23,23,606130.0,1.0,23,1399.0,True,6130.201155,5639.7850626,8821.2022774,14460.98734,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813SR,2410.0,171.0,937.2499999999999,43,2327,229,100,0,0,BU03610300,WK036103,GM0361,2419.0,24,24,889762.5,0.96,25,815.0,True,3571.203675,3285.5073810000004,5138.870518999999,8424.3779,0.61,0.96,0.040000000000000036,0.96,0.040000000000000036,0.96,0.040000000000000036
1813ST,3387.0,120.0,1163.8,44,2416,248,100,0,0,BU03610300,WK036103,GM0361,2426.0,24,24,870135.0,0.96,25,1012.0,True,4434.42714,4079.6729687999996,6381.0269511999995,10460.69992,0.61,0.96,0.040000000000000036,0.96,0.040000000000000036,0.96,0.040000000000000036
1813SV,4289.0,111.0,1313.3,42,7206,214,20,80,15,BU03610300,WK036103,GM0361,5094.0,47,23,1822055.0,0.9130434782608695,23,1142.0,True,5004.06699,4603.7416308,201036.3623870724,205640.10401787242,0.9776126273968433,0.9130434782608695,0.08695652173913049,0.9130434782608695,0.08695652173913049,0.9130434782608695,0.08695652173913049
1813SW,3751.0,881.0,0.0,0,0,512,90,0,0,BU03610801,WK036108,GM0361,6372.0,39,0,829882.5,1.0,39,0.0,True,0.0,0.0,829882.5,829882.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813SX,2189.0,119.0,0.0,0,0,354,40,60,0,BU03610801,WK036108,GM0361,6700.0,69,0,887750.0,1.0,69,0.0,True,0.0,0.0,887750.0,887750.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813SZ,2436.0,824.0,780.8499999999999,64,3135,317,0,0,0,BU03610300,WK036103,GM0361,887.0,9,9,142517.5,1.0,9,679.0,True,2975.2727549999995,2737.2509345999997,4281.341205399999,7018.592139999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TA,2436.0,824.0,780.8499999999999,64,3135,317,60,40,15,BU03610300,WK036103,GM0361,4169.0,44,19,762665.0,1.0,44,679.0,True,2975.2727549999995,2737.2509345999997,4281.341205399999,7018.592139999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TB,5128.0,1306.0,0.0,0,0,592,90,0,0,BU03610300,WK036103,GM0361,1645.0,11,0,217962.5,1.0,11,0.0,True,0.0,0.0,217962.5,217962.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813TD,2299.0,369.0,0.0,0,0,205,0,0,0,BU03610300,WK036103,GM0361,1748.0,20,0,402010.0,1.0,20,0.0,True,0.0,0.0,402010.0,402010.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813TE,2849.0,563.0,0.0,0,0,205,0,0,0,BU03610300,WK036103,GM0361,1739.0,20,0,400030.0,1.0,20,0.0,True,0.0,0.0,400030.0,400030.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813TG,1716.0,301.0,0.0,0,0,205,0,0,0,BU03610300,WK036103,GM0361,1298.0,15,0,285560.0,1.0,15,0.0,True,0.0,0.0,285560.0,285560.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813TH,1987.0,550.0,0.0,0,0,0,0,0,0,BU03610300,WK036103,GM0361,1356.0,17,0,212505.0,1.0,17,0.0,True,0.0,0.0,212505.0,212505.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813TJ,2064.0,431.0,955.65,41,1339,265,50,50,10,BU03610300,WK036103,GM0361,2154.0,23,23,457395.0,1.0,23,831.0,True,3641.3131949999997,3350.0081394,5239.7563206,8589.76446,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TK,2469.0,407.0,1262.6999999999998,26,518,207,0,0,0,BU03610300,WK036103,GM0361,1762.0,20,8,393795.0,1.0,20,1098.0,True,4811.26581,4426.3645452,6923.288134799999,11349.65268,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TL,2163.0,693.0,1459.35,22,332,213,0,0,0,BU03610300,WK036103,GM0361,1674.0,20,4,393340.0,1.0,20,1269.0,True,5560.561304999999,5115.716400599999,8001.505139399999,13117.221539999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TM,2281.0,612.0,1298.35,42,1374,0,0,0,0,BU03610300,WK036103,GM0361,90.0,1,1,19800.0,1.0,1,1129.0,True,4947.103005,4551.3347646,7118.7543754,11670.08914,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TN,2281.0,612.0,1298.35,42,1374,0,0,0,0,BU03610300,WK036103,GM0361,837.0,9,8,250195.0,1.0,9,1129.0,True,4947.103005,4551.3347646,7118.7543754,11670.08914,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TR,2715.0,29.0,1298.35,42,1374,200,0,0,0,BU03610300,WK036103,GM0361,1275.0,16,16,418597.5,1.0,16,1129.0,True,4947.103005,4551.3347646,7118.7543754,11670.08914,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TS,1941.0,0.0,1177.6,27,595,203,0,0,0,BU03610300,WK036103,GM0361,1279.0,16,16,390567.5,1.0,16,1024.0,True,4487.009279999999,4128.0485376,6456.691302399999,10584.739839999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TT,2301.0,0.0,1116.6499999999999,43,1445,202,50,50,10,BU03610300,WK036103,GM0361,1947.0,24,24,504690.0,1.0,24,971.0,True,4254.771495,3914.3897754,6122.507084599999,10036.896859999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TV,2717.0,258.0,1242.0,44,1634,222,70,30,5,BU03610300,WK036103,GM0361,2179.0,25,24,727620.0,1.0,25,1080.0,True,4732.3926,4353.801192,6809.791608,11163.5928,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TW,2272.0,833.0,1084.4499999999998,20,682,0,0,0,0,BU03610300,WK036103,GM0361,1471.0,13,11,310752.5,0.5217391304347826,23,943.0,True,4132.079835,3801.5134481999994,5945.956931799999,9747.470379999999,0.61,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.4782608695652174
1813TX,1708.0,1231.0,867.0999999999999,33,915,0,0,0,0,BU03610300,WK036103,GM0361,1911.0,18,18,363180.0,1.0,18,754.0,True,3303.91113,3039.5982396,4754.2434004,7793.84164,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813TZ,2405.0,1217.0,993.5999999999999,65,1757,221,0,100,0,BU03610300,WK036103,GM0361,3458.0,33,33,686245.0,1.0,33,864.0,True,3785.9140799999996,3483.0409535999997,5447.833286399999,8930.87424,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VA,2088.0,116.0,1143.1,26,724,216,30,70,10,BU03610300,WK036103,GM0361,1281.0,16,16,351845.0,1.0,16,994.0,True,4355.553929999999,4007.1096155999994,6267.530424399999,10274.640039999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VB,1763.0,0.0,1007.4,19,435,0,0,70,5,BU03610300,WK036103,GM0361,825.0,10,10,246712.5,1.0,10,876.0,True,3838.4962199999995,3531.4165224,5523.497637599999,9054.914159999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VC,2294.0,106.0,1132.75,40,874,200,20,80,20,BU03610300,WK036103,GM0361,1798.0,23,23,527575.0,0.9583333333333334,24,985.0,True,4316.117324999999,3970.827939,6210.782161,10181.6101,0.61,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663
1813VD,1876.0,0.0,933.8,31,661,216,0,80,10,BU03610300,WK036103,GM0361,1259.0,17,17,394932.5,1.0,17,812.0,True,3558.0581399999996,3273.4134888,5119.954431199999,8393.367919999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VE,2063.0,0.0,985.55,29,629,0,0,0,0,BU03610300,WK036103,GM0361,1180.0,16,16,357585.0,1.0,16,857.0,True,3755.2411649999995,3454.8218718,5403.695748199999,8858.517619999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VG,2060.0,0.0,1302.9499999999998,20,708,177,0,0,0,BU03610300,WK036103,GM0361,863.0,13,11,238927.5,1.0,13,1133.0,True,4964.6303849999995,4567.4599542,7143.975825799998,11711.435779999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VH,1675.0,0.0,970.5999999999999,33,1188,0,0,0,0,BU03610300,WK036103,GM0361,1559.0,20,20,416700.0,1.0,20,844.0,True,3698.2771799999996,3402.4150056,5321.726034399999,8724.141039999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VJ,1584.0,0.0,726.8,45,552,148,0,0,0,BU03610300,WK036103,GM0361,1164.0,24,24,405895.0,1.0,24,632.0,True,2769.32604,2547.7799568,3984.9891632,6532.76912,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VK,1505.0,0.0,1002.8,28,753,192,0,0,0,BU03610300,WK036103,GM0361,1308.0,16,16,359300.0,1.0,16,872.0,True,3820.9688400000005,3515.2913328000004,5498.2761872,9013.56752,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VL,1838.0,0.0,884.3499999999999,32,749,184,0,0,0,BU03610300,WK036103,GM0361,1294.0,16,16,418902.5,1.0,16,769.0,True,3369.6388049999996,3100.0677005999996,4848.823839399999,7948.891539999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VM,1574.0,0.0,893.55,25,356,146,0,0,0,BU03610300,WK036103,GM0361,710.0,13,13,212702.5,1.0,13,777.0,True,3404.693564999999,3132.3180797999994,4899.2667402,8031.584819999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VN,1300.0,0.0,863.65,26,356,131,0,0,0,BU03610300,WK036103,GM0361,599.0,13,13,209052.5,1.0,13,751.0,True,3290.7655949999994,3027.5043473999995,4735.3273125999995,7762.831659999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VP,2323.0,22.0,1319.05,30,671,195,0,0,0,BU03610300,WK036103,GM0361,1389.0,16,16,505690.0,1.0,16,1147.0,True,5025.976214999999,4623.898117799999,7232.2509021999995,11856.149019999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VR,1773.0,116.0,932.65,31,704,181,0,0,0,BU03610300,WK036103,GM0361,1185.0,16,16,330240.0,1.0,16,811.0,True,3553.6762949999998,3269.3821914,5113.6490686,8383.03126,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VS,1938.0,0.0,1254.6499999999999,28,820,196,0,0,0,BU03610300,WK036103,GM0361,1276.0,15,15,346840.0,1.0,15,1091.0,True,4780.592894999999,4398.145463399999,6879.1505965999995,11277.296059999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VX,1449.0,182.0,830.3,37,712,133,0,0,0,BU03610300,WK036103,GM0361,1332.0,24,20,163160.0,1.0,24,722.0,True,3163.69209,2910.5967228,4552.4717972,7463.06852,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813VZ,3274.0,12.0,809.5999999999999,135,30487,266,40,60,20,BU03610300,WK036103,GM0361,9498.0,103,79,1406350.0,0.9782608695652174,92,704.0,True,3084.81888,2838.0333696,4438.975270399999,7277.008639999999,0.61,0.9782608695652174,0.021739130434782594,0.9782608695652174,0.021739130434782594,0.9782608695652174,0.021739130434782594
1813XA,2059.0,934.0,0.0,0,0,235,0,90,40,BU03610300,WK036103,GM0361,3090.0,44,0,67715.0,1.0,44,0.0,True,0.0,0.0,67715.0,67715.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813XC,4300.0,70.0,0.0,0,0,232,0,0,0,BU03610300,WK036103,GM0361,503.0,8,0,66647.5,1.0,8,0.0,True,0.0,0.0,66647.5,66647.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813XE,2657.0,278.0,0.0,0,0,354,100,0,0,BU03610300,WK036103,GM0361,1186.0,10,0,152172.5,1.0,10,0.0,True,0.0,0.0,152172.5,152172.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813XH,3612.0,0.0,0.0,0,0,364,90,0,0,BU03610300,WK036103,GM0361,1502.0,14,0,199015.0,1.0,14,0.0,True,0.0,0.0,199015.0,199015.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813XJ,1790.0,0.0,0.0,0,0,395,100,0,0,BU03610300,WK036103,GM0361,1230.0,14,0,162975.0,1.0,14,0.0,True,0.0,0.0,162975.0,162975.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813XK,1796.0,0.0,0.0,0,0,349,0,0,0,BU03610300,WK036103,GM0361,1070.0,9,0,136802.5,1.0,9,0.0,True,0.0,0.0,136802.5,136802.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813XL,1994.0,774.0,1118.9499999999998,23,288,426,0,0,0,BU03610300,WK036103,GM0361,802.0,5,4,120587.5,1.0,5,973.0,True,4263.535185,3922.4523701999997,6135.117809799999,10057.570179999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813XM,2228.0,42.0,1051.1,21,750,260,70,30,0,BU03610300,WK036103,GM0361,1940.0,24,12,526690.0,1.0,24,914.0,True,4005.0063299999997,3684.6058236,71599.3514164,75283.95723999999,0.9510572244249366,1.0,0.0,1.0,0.0,1.0,0.0
1813XN,2046.0,0.0,0.0,0,0,340,20,80,15,BU03610300,WK036103,GM0361,2253.0,24,0,298522.5,1.0,24,0.0,True,0.0,0.0,298522.5,298522.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813XP,2542.0,0.0,0.0,0,0,273,10,90,35,BU03610300,WK036103,GM0361,4162.0,44,0,551465.0,1.0,44,0.0,True,0.0,0.0,551465.0,551465.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813XR,2412.0,171.0,0.0,0,0,391,70,30,10,BU03610300,WK036103,GM0361,2875.0,24,0,380937.5,1.0,24,0.0,True,0.0,0.0,380937.5,380937.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813XS,1602.0,0.0,0.0,0,0,351,0,0,0,BU03610300,WK036103,GM0361,1615.0,19,0,213987.5,1.0,19,0.0,True,0.0,0.0,213987.5,213987.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813XV,3427.0,324.0,0.0,0,0,391,100,0,0,BU03610300,WK036103,GM0361,3094.0,31,0,401180.0,0.9565217391304348,23,0.0,True,0.0,0.0,401180.0,401180.0,1.0,0.9565217391304348,0.04347826086956519,0.9565217391304348,0.04347826086956519,0.9565217391304348,0.04347826086956519
1813ZA,2351.0,0.0,0.0,0,0,290,80,0,0,BU03610300,WK036103,GM0361,1437.0,16,16,235367.5,1.0,16,0.0,True,0.0,0.0,235367.5,235367.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1813ZB,1745.0,0.0,699.1999999999999,43,2467,275,40,60,10,BU03610300,WK036103,GM0361,1954.0,22,22,299620.0,1.0,22,608.0,True,2664.1617599999995,2451.0288192,3833.6604608,6284.68928,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813ZC,3207.0,213.0,884.3499999999999,29,1717,338,50,50,20,BU03610300,WK036103,GM0361,6270.0,63,20,873865.0,0.9841269841269841,63,769.0,True,3369.6388049999996,3100.0677005999996,476458.5063790826,479558.57407968264,0.9935355807024213,0.9841269841269841,0.015873015873015928,0.9841269841269841,0.015873015873015928,0.9841269841269841,0.015873015873015928
1813ZD,2974.0,0.0,859.05,30,12510,140,0,0,0,BU03610300,WK036103,GM0361,528.0,16,16,119460.0,1.0,16,747.0,True,3273.238215,3011.3791578,4710.1058622,7721.48502,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1813ZE,2722.0,73.0,970.5999999999999,58,12757,256,20,80,20,BU03610300,WK036103,GM0361,3590.36,36,32,923230.1,0.7073170731707317,41,844.0,True,3698.2771799999996,3402.4150056,5321.726034399999,8724.141039999999,0.61,0.7073170731707317,0.29268292682926833,0.7073170731707317,0.29268292682926833,0.7073170731707317,0.29268292682926833
1814AB,0.0,0.0,0.0,0,0,168,30,70,10,BU03610102,WK036101,GM0361,1959.0,24,22,613015.0,0.782608695652174,23,0.0,True,0.0,0.0,613015.0,613015.0,1.0,0.782608695652174,0.21739130434782605,0.782608695652174,0.21739130434782605,0.782608695652174,0.21739130434782605
1814AC,4940.0,0.0,817.65,32,2199,164,0,0,0,BU03610102,WK036101,GM0361,1791.0,18,16,505507.5,0.7058823529411765,17,711.0,True,3115.4917950000004,2866.2524514000006,4483.1128086,7349.3652600000005,0.61,0.7058823529411765,0.2941176470588235,0.7058823529411765,0.2941176470588235,0.7058823529411765,0.2941176470588235
1814BA,1926.0,289.0,1199.4499999999998,34,1003,289,30,70,10,BU03610102,WK036101,GM0361,1603.0,17,17,462842.5,0.9411764705882353,17,1043.0,True,4570.264335,4204.6431882,6576.4931918,10781.13638,0.61,0.9411764705882353,0.05882352941176472,0.9411764705882353,0.05882352941176472,0.9411764705882353,0.05882352941176472
1814BB,1724.0,0.0,1038.4499999999998,23,879,259,80,0,0,BU03610102,WK036101,GM0361,980.0,12,12,335987.5,1.0,12,903.0,True,3956.8060349999996,3640.2615521999996,5693.742427799998,9334.003979999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1814BC,2101.0,494.0,1001.65,36,1611,299,100,0,0,BU03610102,WK036101,GM0361,1711.0,19,19,676610.0,1.0,19,871.0,True,3816.5869949999997,3511.2600353999997,5491.9708246,9003.23086,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1814BD,1604.0,369.0,1008.55,46,2057,263,60,40,10,BU03610102,WK036101,GM0361,2174.0,24,24,706322.5,1.0,24,877.0,True,3842.8780649999994,3535.4478197999997,5529.8030002,9065.25082,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1814BE,1764.0,404.0,885.4999999999999,35,996,289,90,0,0,BU03610102,WK036101,GM0361,1528.0,18,18,523985.0,1.0,18,770.0,True,3374.0206499999995,3104.0989979999995,4855.129202,7959.2282,0.6100000000000001,1.0,0.0,1.0,0.0,1.0,0.0
1814BG,2086.0,672.0,1288.0,37,1977,309,90,0,0,BU03610102,WK036101,GM0361,2016.0,21,21,731175.0,0.9545454545454546,22,1120.0,True,4907.6664,4515.053088000001,7062.006112000001,11577.059200000002,0.61,0.9545454545454546,0.045454545454545414,0.9545454545454546,0.045454545454545414,0.9545454545454546,0.045454545454545414
